MP.name,Nature.of.membership,Start.of.term,End.of.term,State,Constituency,Political.party,Gender,Educational.qualifications,Educational.qualifications...details,Age,Debates,Private.Member.Bills,Questions,Attendance,Notes,National.Debates.average,National.Private.Member.Bills.average,National.Questions.average,National.Attendance.average,State.s.Debates.average,State.s.Private.Member.Bills..average,State.s.Questions.average,State.s.Attendance.average,Minister,MajorCriminal,Category,Immoveable,Moveable,MOV,Entitlement,Released,AvailablewInterest,Recommended,Sanctioned,Expenditure,ExpenditureReleasedPerc,Unspent
Jyotiraditya Madhavrao Scindia,Elected,18-May-09,In office,Madhya Pradesh,Guna,Indian National Congress,Male,Post Graduate,"M.A., M.B.A.; Educated at Doon School, Dehradun, Harvard University (U.S.A.) and Stanford University, California (USA) ",43,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.Â  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,GEN,1.26E+08,18100000,0.38430661,19,19.03,19.41,20.92,17.89,15.02,78.91,4.39
K. C. Venugopal,Elected,18-May-09,In office,Kerala,Alappuzha,Indian National Congress,Male,Post Graduate,M.Sc. (Mathematics); Educated at Calicut University,51,39,0,235,84%,"This MP was appointed a minister in Jan, 2011.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 13th Dec, 2010. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",12.5,0.3,103,76%,24.6,0.3,157,79%,1,0,GEN,3100000,433704,0.063476302,19,19.6,21.31,20.19,20.16,21.31,108.72,0
K. Jayasurya Prakash Reddy,Elected,18-May-09,In office,Andhra Pradesh,Kurnool,Indian National Congress,Male,Graduate,"B.A.; Educated at Nizam College, Hyderabad, Andhra Pradesh",62,0,0,499,56%,"This MP was appointed a minister in Oct, 2012.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 7th Sep, 2012. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",28.8,0.6,215,76%,16,0.4,266,68%,1,0,GEN,9E+06,12100000,0.084981397,19,19,20.16,20,20,19.66,103.47,0.5
K. Murugesan Anandan,Elected,18-May-09,In office,Tamil Nadu,Viluppuram,All India Anna Dravida Munnetra Kazhagam,Male,Under Graduate,"P.U.C.; Attended B.Sc course for three years; Educated at Govt. Arts College, Cuddalore, Tamil Nadu in the year 1971-74",62,22,1,226,91%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,47.2,0.4,398,69%,0,0,SC,4405000,698275,0.003512,19,16.53,16.99,19.05,18.81,16.98,102.75,0.01
K. P. Dhanapalan,Elected,18-May-09,In office,Kerala,Chalakudy,Indian National Congress,Male,Graduate,"B.Sc. (Chemistry); Educated at U.C. College, Aluva",63,69,0,493,100%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,69.4,1.5,416,79%,0,0,GEN,2750000,164364,0.0904162,19,19.6,21.07,27.91,20.3,19.17,97.81,1.9
K. Sugumar,Elected,18-May-09,In office,Tamil Nadu,Pollachi,All India Anna Dravida Munnetra Kazhagam,Male,Graduate,"B.Com.; Educated at P.S.G. College of Arts & Science, Coimbatore",53,41,0,651,87%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,47.2,0.4,398,69%,0,0,GEN,NA,NA,0.059658099,19,19.03,20.12,18.9,18.8,20.11,105.7,0.01
K.C. Singh Baba,Elected,18-May-09,In office,Uttarakhand,Nainital-Udhamsingh Nagar,Indian National Congress,Male,Inter/ Higher Secondary,"Senior Cambridge; Educated at St. Joseph`s College, Nainital, Uttarakhand",66,19,6,254,59%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,53,4.6,112,79%,0,0,GEN,NA,NA,0.1173068,19,19,19.55,16.83,16.83,14.8,77.89,4.75
K.H. Muniyappa,Elected,18-May-09,In office,Karnataka,Kolar,Indian National Congress,Male,Graduate,"B.A., LL.B.; Educated at Bangalore University (Karnataka) ",65,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.Â  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,SC,NA,15100000,0.0248107,19,17.11,17.67,12.66,12.66,11.56,67.57,6.11
K.V. Thomas,Elected,18-May-09,In office,Kerala,Ernakulam,Indian National Congress,Male,Post Graduate,"M.Sc. (Chemistry); Educated at Scared Heart College, Cochin, Kerala",67,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.Â  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,GEN,4698059,10300000,0.0158283,19,19.6,20.34,23.45,18.86,17.84,91.02,2.5
Kabindra Purkayastha,Elected,18-May-09,In office,Assam,Silchar,Bharatiya Janata Party,Male,Post Graduate,"M.A., B.T.; Educated at Gauhati University, Gauhati (Assam) ",82,34,1,130,87%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,22.1,0.5,83,80%,0,0,GEN,NA,47025,0.060228299,19,19,19.49,19.49,19.49,19.27,101.42,0.22
Kabir Suman,Elected,18-May-09,In office,West Bengal,Jadavpur,All India Trinamool Congress,Male,Graduate,"B.A. (Hons.) English Literature; Educated at Jadav University, Kolkata",63,3,0,0,31%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.5,0.8,175,72%,0,0,GEN,2648381,621441,0.051867001,19,17.64,18.66,24.09,17.43,17.39,98.57,1.27
Kadir Rana,Elected,18-May-09,In office,Uttar Pradesh,Muzaffarnagar,Bahujan Samaj Party,Male,Under Matric,,52,1,0,111,57%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,1,GEN,30700000,20800000,0.0276483,19,19.06,19.77,19.7,19.77,19.77,103.71,0
Kailash Joshi,Elected,18-May-09,In office,Madhya Pradesh,Bhopal,Bharatiya Janata Party,Male,Matric,,84,4,0,73,84%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,46.6,0.4,233,82%,0,0,GEN,2800000,3085924,0.0988966,19,19.03,19.29,19.69,19.24,15.19,79.8,4.1
Kaisar Jahan,Elected,18-May-09,In office,Uttar Pradesh,Sitapur,Bahujan Samaj Party,Female,Under Matric,Privately Educated,44,7,0,33,62%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,0,GEN,2188000,4365956,0.0278503,19,19.06,19.57,19.42,19.37,19.58,102.71,-0.01
Kakoli Ghosh Dastidar,Elected,18-May-09,In office,West Bengal,Barasat,All India Trinamool Congress,Female,Post Graduate,"M.B.B.S., Post Graduate Training in Obstetric Ultrasound; Educated at Auxilium Convent, Loreto House, R. G. Kar Medical College, King's College, London",54,25,1,13,67%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.5,0.8,175,72%,0,0,GEN,NA,NA,0.1198404,19,20.14,20.97,22.63,21.77,20.94,103.96,0.03
Kalikesh Narayan Singh Deo,Elected,18-May-09,In office,Orissa,Bolangir,Biju Janata Dal,Male,Graduate,"B.A. (Hons.) Economics; Educated at St. Stepen`s College, Delhi University",39,19,2,373,70%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,35,0.9,382,74%,0,1,GEN,12600000,2.6E+07,0.089755997,19,19,19.2,24.94,21.99,19.65,103.42,-0.45
Kalyan Banerjee,Elected,18-May-09,In office,West Bengal,Serampore,All India Trinamool Congress,Male,Graduate,"B.Com., LL.B; Educated at Bankura Samilani College, Bankura",57,39,0,0,75%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.5,0.8,175,72%,0,0,GEN,1,20800000,0.12686311,19,20.14,21.3,22.98,21.53,21.3,105.74,0
Kalyan Singh,Elected,18-May-09,In office,Uttar Pradesh,Etah,Independent,Male,Graduate,"B.A., L.T.; Educated at D.S. Degree College, Alligarh, Uttar Pradesh",82,1,0,0,50%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,0,GEN,7800000,826507,0.2259333,19,16.56,17.53,17.28,17.28,17.53,105.84,0
Kamal Kishor,Elected,18-May-09,In office,Uttar Pradesh,Bahraich,Indian National Congress,Male,Graduate,B.A.; Indian Armed Forces,57,102,0,250,96%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,0,SC,1E+06,181495,0.075975999,19,19.06,19.65,19.24,19.24,15.06,79,4.59
Kamal Nath,Elected,18-May-09,In office,Madhya Pradesh,Chhindwara,Indian National Congress,Male,Graduate,"B.Com.; Educated at St. Xavier's College, Calcutta, West Bengal",67,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.Â  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,GEN,NA,NA,0.14617249,19,19.03,20.47,22.27,19.81,19.81,104.07,0.66
Kameshwar Baitha,Elected,18-May-09,In office,Jharkhand,Palamu,Jharkhand Mukti Morcha,Male,Matric,,57,35,0,269,43%,Complete attendance for this MP is not available (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,38.8,0.8,251,66%,0,1,SC,4E+05,470000,0.0361421,19,19.14,20.15,21.41,20.12,20.15,105.26,0
Kamla Devi Patle,Elected,18-May-09,In office,Chhattisgarh,Janjgir-Champa,Bharatiya Janata Party,Female,Under Graduate,,47,16,0,416,71%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,13.6,0.5,183,60%,0,0,SC,1,686336,0.1182397,19,19.09,19.5,21.42,16.3,15.55,81.45,3.95
Kamlesh Balmiki,Elected,18-May-09,In office,Uttar Pradesh,Bulandshahr,Samajwadi Party,Male,Under Matric,,61,1,0,4,87%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,0,SC,125000,513878,0.098833598,19,19.06,19.85,19.7,19.45,19.35,101.51,0.5
Kamlesh Paswan,Elected,18-May-09,In office,Uttar Pradesh,Bansgaon,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Educated at St. Pauls School I.C.S.E. Board Gorakhpur and U.P. Board, Gorakhpur",37,20,0,116,80%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,0,SC,5450000,2928000,0.081307396,19,19.06,19.87,19.46,19.46,18.95,99.41,0.92
Kantilal Bhuria,Elected,18-May-09,In office,Madhya Pradesh,Ratlam,Indian National Congress,Male,Post Graduate,"M.A., LL.B.; Educated at Chandrashekhar Azad College, Distt. Jhabua, Madhya Pradesh",63,0,0,0,54%,"This MP was a Minister. He tendered his resignation on 12th Jul, 2011. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 13th Jul, 2011. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",22,0.4,182,76%,30,0.4,148,82%,1,0,ST,23200000,6607164,0.090469703,19,19.03,19.46,22.28,19.06,16.08,84.48,3.38
Kapil Muni Karwariya,Elected,18-May-09,In office,Uttar Pradesh,Phulpur,Bahujan Samaj Party,Male,Graduate,"B.A., LL.B.; Educated at Allahabad University and Lucknow University",46,26,0,389,80%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,1,GEN,NA,1,0.0264134,19,19.06,19.23,19.53,16.7,14.4,75.54,4.83
Kapil Sibal,Elected,18-May-09,In office,Delhi,Chandni Chowk,Indian National Congress,Male,Post Graduate,"M.A. (History), LL. M.; Educated at St. Stephen`s College, University of Delhi, Delhi and Harward Law School, USA",65,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.Â  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,GEN,2.52E+08,62400000,0.25717381,19,18,20.93,44.72,23.11,17.91,99.5,3.02
Kariya Munda,Elected,18-May-09,In office,Jharkhand,Khunti,Bharatiya Janata Party,Male,Post Graduate,"M.A.; Educated at Ranchi University, Ranchi, Jharkhand",77,N/A,N/A,N/A,N/A,"As Deputy Speaker, this MP does not not sign the attendance register, ask questions, introduce private member bills, or participate in debates. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,ST,4500000,16600000,0.1571002,19,16.64,16.69,14.14,14.13,12.64,75.95,4.05
Katti Ramesh Vishwanath,Elected,18-May-09,In office,Karnataka,Chikkodi,Bharatiya Janata Party,Male,Under Graduate,PUC (Science),49,22,0,138,70%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,21.2,0.2,350,68%,0,0,GEN,14400000,14100000,0.063709199,19,19.61,20.13,20.45,19.81,19.81,101.03,0.32
Kaushalendra Kumar,Elected,18-May-09,In office,Bihar,Nalanda,Janata Dal (United),Male,Inter/ Higher Secondary,"I.A.; Educated S.P.M. College, Udatpuri, Biharsharif, Nalanda, Bihar",56,93,0,457,97%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,45.1,0.7,331,87%,0,0,GEN,6400000,833058,0.26869401,19,19.48,22.09,20.43,19.5,22.09,113.43,-0.01
Kavuri Samba Siva Rao,Elected,18-May-09,In office,Andhra Pradesh,Eluru,Indian National Congress,Male,Graduate,"B.E.; Educated at Regional Engineering College, Warangal, Andhra Pradesh",70,31,0,152,78%,"This MP was appointed a minister in Jun, 2013.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 8th May, 2013. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",33.6,0.8,265,76%,18.4,0.4,309,68%,1,0,GEN,2.2E+07,1.2E+08,0.039650999,19,16.5,17.75,14.93,14.93,13.13,79.58,4.62
Khagen Das,Elected,18-May-09,In office,Tripura,Tripura West,Communist Party of India (Marxist),Male,Post Graduate,"M.Com., B.Ed.; Educated at S.N. College and Calcutta University, Kolkatta; West Bengal",76,37,1,310,75%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,21.5,0.5,155,80%,0,0,GEN,1439226,2109550,0.2651141,19,19,19.13,19.09,19.09,19.1,100.53,0.03
Khatgaonkar Patil Bhaskarrao Bapurao,Elected,18-May-09,In office,Maharashtra,Nanded,Indian National Congress,Male,Graduate,"B.E. (Mech.); Educated at Osmania University, Hyderabad, Andhra Pradesh",69,4,0,859,76%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,28.8,1.7,500,74%,0,1,GEN,29600000,34400000,0.096327104,19,19.35,20.81,20.81,20.78,19.39,100.19,1.42
Khiladi Lal Bairwa,Elected,18-May-09,In office,Rajasthan,Karauli-Dholpur,Indian National Congress,Male,Graduate,"B.A.; Educated at Hindi Vishwavidyalaya Allahabad, Uttar Pradesh",50,22,0,162,91%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,51.5,1,304,88%,0,0,SC,59800000,2972340,0.061018098,19,19,19.11,20.18,17.32,14.43,75.95,4.68
Killi Krupa Rani,Elected,18-May-09,In office,Andhra Pradesh,Srikakulam,Indian National Congress,Female,Graduate,"M.B.B.S.; Educated at Andhra Medical College, Visakhapatanam, Andhra Pradesh",48,19,0,338,89%,"This MP was appointed a minister in Oct, 2012.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 7th Sep, 2012. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",28.8,0.6,215,76%,16,0.4,266,68%,1,0,GEN,10500000,6262891,0.090323798,19,19,20.17,19.87,19.87,20.17,106.16,0
Kirit Premjibhai Solanki,Elected,18-May-09,In office,Gujarat,Ahmedabad West,Bharatiya Janata Party,Male,Post Graduate,"M.B.B.S., M.S. and F.I.C.S.; Educated at (i) Smt. N.H.L. Municipal Medial College and K.M. School of Post Graduate Medicine and Research, Sheth V.S. General Hospital , Ahmedabad; (ii) B.J. Medical College and Civil Hospital, Ahmedabad; and (iii) Fellow of",63,157,10,457,89%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,41,1.4,382,76%,0,0,SC,2.3E+07,3122439,0.13205419,19,19.08,20.07,25.14,22.49,19.71,103.32,0.36
Kirti (Jha) Azad,Elected,18-May-09,In office,Bihar,Darbhanga,Bharatiya Janata Party,Male,Graduate,"B.A. (Hons.) History; Educated at St. Stephen's College, University of Delhi, Delhi",55,34,0,296,94%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,45.1,0.7,331,87%,0,1,GEN,1E+05,9689047,0.085123502,19,16.98,18.25,19.87,19.67,18.24,107.45,0.01
Kishanbhai Vestabhai Patel,Elected,18-May-09,In office,Gujarat,Valsad,Indian National Congress,Male,Inter/ Higher Secondary,,49,8,0,787,81%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,41,1.4,382,76%,0,0,ST,NA,1720244,0.0092571,19,19.08,20.9,22.36,19.83,20.9,109.56,0
Komatireddy Raj Gopal Reddy,Elected,18-May-09,In office,Andhra Pradesh,Bhongir,Indian National Congress,Male,Graduate,B.A.; Osmania University,46,0,0,158,65%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,20.3,0.4,339,68%,0,0,GEN,1.54E+08,4.5E+07,0.1240373,19,19,20.38,19.64,19.64,18.86,99.26,1.52
Konakalla Narayana Rao,Elected,18-May-09,In office,Andhra Pradesh,Machilipatnam,Telugu Desam Party,Male,Inter/ Higher Secondary,,63,3,0,30,74%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,20.3,0.4,339,68%,0,0,GEN,6636000,1980000,0.0119093,19,16.5,17.28,18.56,18.45,16.28,98.67,1
Krishna Tirath,Elected,18-May-09,In office,Delhi,North West Delhi,Indian National Congress,Female,Post Graduate,"M.A., B.Ed.; Educated at University of Delhi and C.I.E., University of Delhi",58,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.Â  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,SC,1.2E+07,9146350,0.2150714,19,10.5,13.67,18.91,13.15,10.48,99.81,3.19
Kristappa Nimmala,Elected,18-May-09,In office,Andhra Pradesh,Hindupur,Telugu Desam Party,Male,Graduate,"B.Com.; Educated at Osmania College, Kurnool",57,9,0,41,78%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,20.3,0.4,339,68%,0,0,GEN,10800000,6280050,0.022247899,19,19,19.93,20.12,20.12,19.55,102.89,0.38
Kumbakudi Sudhakaran,Elected,18-May-09,In office,Kerala,Kannur,Indian National Congress,Male,Post Graduate,"M.A. (History); Educated at Govt. Brennen College, Telecherry",65,14,0,292,66%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,69.4,1.5,416,79%,0,1,GEN,5250000,2019138,0.049952999,19,19.6,21.31,25.81,21,21.31,108.72,0
Kunwarjibhai Mohanbhai Bavaliya,Elected,18-May-09,In office,Gujarat,Rajkot,Indian National Congress,Male,Graduate,"B.Sc., B.Ed.; Educated at Saurashtra University and Gujarat University, Gujarat",58,8,0,320,66%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,41,1.4,382,76%,0,1,GEN,2900000,987667,0.0380769,19,19.08,21.54,25.58,21.18,20.88,109.45,0.66
Lakshmi Panabaka,Elected,18-May-09,In office,Andhra Pradesh,Bapatla,Indian National Congress,Female,Post Graduate,"M.A.; Educated at Andhra University, Vishakhapatnam (Andhra Pradesh) ",55,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.Â  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,SC,7E+06,10600000,0.066439398,19,19,19.97,20.05,20.05,19.73,103.84,0.24
Lal Chand Kataria,Elected,18-May-09,In office,Rajasthan,Jaipur Rural,Indian National Congress,Male,Inter/ Higher Secondary,Educated at a Private Institute.,45,6,0,238,92%,"This MP was appointed a minister in Oct, 2012.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 7th Sep, 2012. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",28.8,0.6,215,76%,39.2,0.8,214,88%,1,0,GEN,28900000,1870401,0.076082297,19,19,19.55,19.11,19.11,17.01,89.53,2.54
Lal Ji Tandon,Elected,18-May-09,In office,Uttar Pradesh,Lucknow,Bharatiya Janata Party,Male,Graduate,,78,10,0,150,81%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,43.9,0.4,254,79%,0,0,GEN,10500000,14200000,0.070029899,19,19.06,19.15,19.15,16.65,14.33,75.17,4.82
Lal Krishna Advani,Elected,18-May-09,In office,Gujarat,Gandhinagar,Bharatiya Janata Party,Male,Graduate,"Law Graduate; Educated at St. Patricks High School, Karachi, D.G. National College, Hyderabad, Sindh (now in Pakistan) and Government Law College, Mumbai (Maharashtra) ",86,39,0,0,96%,"This MP was the Leader of Opposition till the end of Winter Session, 2009 and hence, did not sign the attendance register. Attendance is thus available only from 22nd Feb, 2010. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)",37.9,0.8,300,76%,41,1.4,382,76%,0,1,GEN,23500000,1.2E+07,0.1539665,19,16.58,17.94,39.34,21.08,15.29,92.24,2.65
Lalit Mohan Suklabaidya,Elected,18-May-09,In office,Assam,Karimganj,Indian National Congress,Male,Post Graduate,"M.A. (Economics); Educated at Karimganj College, Karimganj and Gauhati University (Assam) ",71,24,0,22,95%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,22.1,0.5,83,80%,0,0,SC,2400000,1469049,0.011555,19,19,19.63,19.59,19.59,19.63,103.32,0
Lalubhai Babubhai Patel,Elected,18-May-09,In office,Daman and Diu,Daman and Diu,Bharatiya Janata Party,Male,Matric,"Shree Somnath Kolvani Mandal High School, Dabhol, Daman",58,8,0,78,64%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,8,0,78,64%,0,0,GEN,18500000,16100000,0.36513579,19,19,19.47,26.97,15.99,15.94,83.89,3.53
Laxman Tudu,Elected,18-May-09,In office,Orissa,Mayurbhanj,Biju Janata Dal,Male,Graduate,"Educated at M.P.C. College, Baripada (Utkal University), Ravenshaw College, Cuttak, Chandua Govt. High School, Mayurbhanj and Sainik School, Bhubaneswar, Orissa.",48,26,0,314,51%,(Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.),37.9,0.8,300,76%,35,0.9,382,74%,0,0,ST,1E+05,73000,0.080239698,19,19,19.46,20.91,19.46,18.75,98.68,0.71
